Samples	plate	timepoint	genotypeID	chamber	microbiome	well	size.pixels	size.mm2	Fo	Fm	Fv	Fp	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss
P4B5.9C.0M	P16	initial	P4B5	9	0	9	391	59.92	59.22	179.27	120.05	173.71	137.96	118.3	111.77	106.35	102.76	117.09	110.04	63.27	140.44	116.71	108.06	102.19	97.9	45.79	45.12	22.53	53.89	50.6	49.37	48.28	47.53	50.38	49.03	36.88	84.07	67.69	62.4	58.07	55.23	66.71	61.01	26.39	-2.48	1.59	3.71	4.16	4.87	71.3	64.92	40.74	0.67	0.61	0.57	0.56	0.55	0.54	0.57	0.55	0.42	-0.02	0.01	0.03	0.04	0.05	0.61	0.59	0.64	0.3	0.52	0.6	0.69	0.74	0.53	0.63	1.83	0.33	0.47	0.52	0.56	0.58	0.48	0.53	0.81	-0.03	0.02	0.06	0.07	0.09	1.07	1.06	1.54	-0.08	0.05	0.13	0.15	0.18	0.97	0.98	0.94	0.24	0.49	0.61	0.7	0.77
P4B5.9C.0M	P16	week3	P4B5	9	0	9	672	102.99	50.8	154.59	103.79	143.33	84.41	66.34	60.92	55.92	52	86.95	118.26	129.38	85.67	63.33	56.58	51.9	47.01	43.77	50.63	52.62	39.9	35.35	33.75	32.15	30.82	40.46	46.14	47.74	44.52	31	27.17	23.77	21.18	46.5	72.12	81.64	-1.26	3.01	4.34	4.02	5	43.18	67.63	76.76	0.67	0.53	0.47	0.45	0.43	0.41	0.53	0.61	0.63	-0.01	0.05	0.07	0.07	0.1	0.5	0.57	0.59	0.83	1.33	1.54	1.76	1.97	0.78	0.31	0.19	0.61	0.74	0.78	0.81	0.83	0.59	0.33	0.24	-0.03	0.1	0.16	0.17	0.24	0.93	0.94	0.94	-0.06	0.17	0.27	0.27	0.36	1	1.03	1.04	0.67	1.26	1.53	1.76	2.05
P4B5.9C.9M	P17	initial	P4B5	9	9	9	754	115.56	39.43	114.5	75.07	115.18	84.4	69.98	64.36	61.81	61.29	96.1	103.91	105.71	85.46	69.77	63.09	59.25	59.4	41.99	41.45	40.76	35.11	32.34	31.09	30.48	30.35	36.99	38.09	38.33	49.29	37.64	33.28	31.33	30.94	59.11	65.82	67.38	-1.06	0.21	1.27	2.55	1.89	54.1	62.46	64.95	0.66	0.58	0.54	0.52	0.51	0.5	0.62	0.63	0.64	-0.01	0	0.02	0.04	0.03	0.56	0.6	0.61	0.36	0.64	0.78	0.85	0.87	0.19	0.1	0.08	0.38	0.54	0.6	0.63	0.63	0.24	0.14	0.12	-0.02	0.01	0.04	0.08	0.06	0.92	0.95	0.96	-0.05	0.01	0.08	0.16	0.12	1.04	1.03	1.03	0.35	0.65	0.83	0.94	0.94
P4B5.9C.9M	P17	week3	P4B5	9	9	9	758	116.17	48.59	141.99	93.41	126.7	60.69	48.51	44.07	41	39.53	66.74	97.96	110.88	60.72	45.35	40.65	37.09	35.89	36.84	46.27	48.57	33.32	29.28	27.6	26.37	25.75	35.06	42.11	44.33	27.38	19.23	16.47	14.64	13.78	31.68	55.85	66.55	-0.03	3.16	3.42	3.91	3.64	29.9	51.69	62.3	0.66	0.45	0.4	0.37	0.36	0.35	0.47	0.57	0.6	0	0.07	0.08	0.1	0.09	0.45	0.53	0.56	1.34	1.93	2.22	2.46	2.59	1.13	0.45	0.28	0.75	0.83	0.86	0.87	0.88	0.7	0.44	0.32	0	0.16	0.21	0.27	0.26	0.94	0.93	0.94	0	0.25	0.31	0.38	0.37	0.99	1.02	1.03	1.09	1.79	2.12	2.42	2.53
P4B5.9C.ControlM	P18	initial	P4B5	9	Control	9	512	78.47	35.67	85.8	50.12	84.76	55.51	45.44	41.26	37.41	34.4	57.49	69.18	72.08	56.14	44.64	40.14	35.18	33.21	30.37	33.59	34.13	29.08	26.05	24.62	23.2	22	29.61	32.44	33.06	26.43	19.39	16.64	14.21	12.4	27.88	36.75	39.03	-0.64	0.79	1.13	2.23	1.2	27.13	35.59	37.95	0.58	0.48	0.43	0.4	0.38	0.36	0.48	0.53	0.54	-0.01	0.02	0.03	0.06	0.03	0.47	0.51	0.53	0.55	0.89	1.08	1.29	1.49	0.49	0.24	0.19	0.53	0.68	0.73	0.77	0.81	0.5	0.31	0.26	-0.02	0.04	0.07	0.16	0.1	0.97	0.97	0.97	-0.05	0.07	0.11	0.24	0.15	1	1	1	0.51	0.9	1.11	1.41	1.55
P4B5.9C.ControlM	P18	week3	P4B5	9	Control	9	500	76.63	42.15	113.05	70.9	100.19	42.35	31.04	28.12	24.97	23.55	49.65	72.24	79.11	42.44	29.52	24.87	21.82	19.97	26.8	35.5	36.65	25.98	21.23	19.83	18.2	17.44	28.55	34.82	36.34	16.37	9.8	8.3	6.76	6.11	21.09	37.42	42.77	-0.09	1.52	3.25	3.14	3.58	22.85	36.74	42.46	0.63	0.39	0.32	0.3	0.27	0.26	0.42	0.52	0.54	0	0.05	0.12	0.13	0.15	0.46	0.51	0.54	1.67	2.64	3.02	3.53	3.8	1.28	0.57	0.43	0.81	0.89	0.91	0.93	0.94	0.75	0.52	0.44	-0.01	0.15	0.39	0.46	0.59	1.08	0.98	0.99	-0.01	0.22	0.49	0.56	0.67	1.02	1	1	1.36	2.39	3.03	3.59	4.02
P4B6.0C.0M	P13	initial	P4B6	0	0	8	613	93.95	72.33	163.24	90.91	155.11	96.33	78.36	73.16	71.21	70.53	115.63	118.21	124.49	102.52	80.44	78.7	75.76	70.16	70.51	68.32	70.54	55.31	48.87	46.8	45.99	45.71	61.17	61.89	63.57	41.02	29.48	26.36	25.22	24.82	54.45	56.32	60.92	-6.19	-2.08	-5.54	-4.54	0.37	45.11	49.88	53.95	0.56	0.43	0.38	0.36	0.35	0.35	0.47	0.48	0.49	-0.06	-0.03	-0.08	-0.06	0.01	0.39	0.42	0.43	0.69	1.08	1.23	1.29	1.31	0.41	0.38	0.31	0.62	0.74	0.77	0.78	0.79	0.47	0.44	0.39	-0.15	-0.07	-0.21	-0.18	0.01	0.83	0.89	0.89	-0.28	-0.12	-0.35	-0.3	0.02	0.95	0.98	0.98	0.51	0.93	0.97	1.05	1.21
P4B6.0C.0M	P13	week3	P4B6	0	0	8	479	73.41	82.35	259.93	177.57	221.5	109.48	81.32	72.41	63.42	57.61	118.87	166.96	183.25	109.95	78.38	68	59.92	55.18	62.36	75.78	78.03	57.37	48.56	45.24	41.56	38.98	59.85	70	72.71	52.11	32.76	27.17	21.86	18.63	59.02	96.96	110.53	-0.47	2.94	4.41	3.5	2.43	56.51	91.18	105.21	0.68	0.48	0.4	0.38	0.34	0.32	0.5	0.58	0.6	0	0.04	0.06	0.06	0.04	0.48	0.55	0.57	1.37	2.2	2.59	3.1	3.51	1.19	0.56	0.42	0.74	0.85	0.87	0.9	0.92	0.71	0.49	0.41	-0.01	0.09	0.16	0.16	0.13	0.96	0.94	0.95	-0.02	0.15	0.24	0.23	0.18	1	1.02	1.02	1.01	1.83	2.26	2.7	3.01
P4B6.0C.9M	P14	initial	P4B6	0	9	8	694	106.36	60.57	144.39	83.82	143.58	109.46	95.69	91.43	84.98	81.09	109.44	117.1	120.68	113.6	98.19	92.69	86.58	81.24	54.03	54.8	56.02	53.42	49.92	48.73	46.84	45.63	53.42	55.18	55.96	56.04	45.77	42.7	38.14	35.46	56.02	61.92	64.72	-4.14	-2.5	-1.25	-1.6	-0.15	55.41	62.3	64.67	0.58	0.51	0.48	0.47	0.45	0.44	0.51	0.53	0.54	-0.04	-0.03	-0.01	-0.02	0	0.51	0.53	0.54	0.32	0.51	0.58	0.7	0.78	0.32	0.23	0.2	0.38	0.52	0.55	0.61	0.64	0.38	0.31	0.27	-0.07	-0.05	-0.03	-0.04	0	0.99	1.01	1	-0.16	-0.11	-0.06	-0.08	-0.01	1	1	1	0.26	0.46	0.55	0.66	0.77
P4B6.0C.9M	P14	week3	P4B6	0	9	8	620	95.02	52.65	150.26	97.6	135.69	71.94	55.89	50.69	45.24	41.09	78.86	105.31	115.47	73.35	53.09	48	42.58	39.16	38.76	44.87	46.44	38.11	33.08	31.19	29.04	27.27	39.97	45.8	47.63	33.83	22.81	19.5	16.21	13.82	38.89	59.51	67.85	-1.41	2.8	2.69	2.66	1.94	40.1	60.44	69.03	0.65	0.47	0.41	0.38	0.36	0.34	0.49	0.57	0.59	-0.02	0.05	0.05	0.06	0.05	0.51	0.57	0.6	1.09	1.69	1.96	2.32	2.66	0.91	0.43	0.3	0.7	0.81	0.84	0.87	0.89	0.65	0.43	0.34	-0.04	0.12	0.14	0.16	0.14	1.03	1.02	1.02	-0.08	0.2	0.21	0.24	0.2	1	0.99	0.99	0.85	1.56	1.83	2.19	2.47
P4B6.0C.ControlM	P15	initial	P4B6	0	Control	8	233	35.71	70.83	175.77	104.94	164.16	106	82	76.06	68.67	63.6	130.93	143.39	147.04	111.74	82.64	75.29	68.23	62.97	70.49	71.71	71.22	55.98	48.49	46.35	43.5	41.4	62.24	64.93	65.66	50.02	33.51	29.71	25.18	22.19	68.68	78.47	81.38	-5.74	-0.64	0.77	0.45	0.63	60.43	71.68	75.82	0.6	0.47	0.41	0.39	0.37	0.35	0.52	0.55	0.55	-0.05	-0.01	0.01	0.01	0.01	0.46	0.5	0.52	0.66	1.14	1.31	1.56	1.76	0.34	0.23	0.2	0.58	0.74	0.77	0.81	0.83	0.4	0.29	0.26	-0.11	-0.02	0.03	0.02	0.03	0.88	0.91	0.93	-0.23	-0.03	0.04	0.03	0.04	1	1.01	1.01	0.47	0.99	1.18	1.41	1.61
P4B6.0C.ControlM	P15	week3	P4B6	0	Control	8	289	44.29	80.54	240.67	160.14	220.52	101.32	72.05	60.94	52.64	46.97	113.54	156.2	170.21	102.6	70.9	59.58	50.67	45.51	60.09	72.56	74	55.15	45.17	40.53	36.69	33.84	58.58	68.19	70.74	46.17	26.89	20.4	15.95	13.13	54.96	88	99.47	-1.27	1.15	1.36	1.97	1.45	53.45	83.63	96.21	0.67	0.46	0.37	0.33	0.3	0.28	0.48	0.56	0.58	-0.01	0.02	0.02	0.04	0.03	0.47	0.54	0.57	1.38	2.34	2.95	3.57	4.12	1.12	0.54	0.41	0.75	0.86	0.9	0.92	0.94	0.7	0.49	0.41	-0.03	0.04	0.07	0.12	0.11	0.97	0.95	0.97	-0.05	0.07	0.1	0.17	0.15	1	1.01	1.01	1.15	2.11	2.7	3.35	3.85
P4B6.9C.0M	P16	initial	P4B6	9	0	8	689	105.59	62.29	154.29	92	153.42	116.65	97.61	91.8	85.52	81.27	118.74	130.59	127.82	121.07	100.27	92.06	85.08	81.17	56.4	58.85	55.28	55.11	50.46	48.86	47.02	45.71	55.57	58.04	57.48	61.54	47.15	42.94	38.49	35.56	63.17	72.55	70.34	-4.42	-2.65	-0.26	0.44	0.1	62.35	71.75	72.54	0.6	0.53	0.48	0.47	0.45	0.44	0.53	0.56	0.55	-0.04	-0.03	0	0.01	0	0.53	0.55	0.57	0.32	0.58	0.68	0.8	0.9	0.3	0.18	0.21	0.38	0.55	0.59	0.64	0.67	0.36	0.25	0.27	-0.07	-0.06	-0.01	0.01	0	0.99	0.99	1.03	-0.16	-0.11	-0.01	0.02	0	1	1	0.99	0.27	0.53	0.67	0.8	0.89
P4B6.9C.0M	P16	week3	P4B6	9	0	8	1243	190.5	47.01	140.32	93.31	133.79	85.48	65.53	58.87	52.77	47.89	78.4	108.72	118.54	88.59	65.07	57.9	50.85	46.4	40.62	48.46	49.17	38.7	34.01	32.12	30.22	28.55	37.18	42.84	44.29	46.79	31.52	26.75	22.55	19.34	41.23	65.88	74.25	-3.11	0.46	0.97	1.93	1.49	37.78	60.26	69.37	0.66	0.55	0.48	0.45	0.43	0.4	0.53	0.61	0.63	-0.04	0.01	0.02	0.04	0.03	0.48	0.55	0.59	0.64	1.14	1.38	1.66	1.93	0.79	0.29	0.18	0.54	0.7	0.75	0.8	0.83	0.6	0.32	0.23	-0.07	0.01	0.04	0.09	0.08	0.92	0.91	0.93	-0.15	0.03	0.07	0.14	0.13	1	1.03	1.04	0.51	1.06	1.31	1.63	1.88
P4B6.9C.9M	P17	initial	P4B6	9	9	8	726	111.26	26.34	65.34	39	68.22	49	42.28	40.41	38.06	36.03	46.14	50.35	52.05	51.42	43.83	40.27	36.98	35.44	22.83	23.41	24.02	23.22	21.59	21.09	20.44	19.83	22.56	23.52	23.88	25.78	20.69	19.32	17.62	16.19	23.58	26.83	28.17	-2.42	-1.55	0.14	1.08	0.59	23.31	26.94	28.03	0.6	0.53	0.49	0.48	0.46	0.45	0.51	0.53	0.54	-0.05	-0.04	0	0.03	0.02	0.51	0.53	0.54	0.33	0.55	0.62	0.72	0.81	0.42	0.3	0.26	0.39	0.53	0.56	0.61	0.64	0.45	0.36	0.32	-0.09	-0.07	0.01	0.06	0.04	0.99	1	1	-0.21	-0.15	0.01	0.11	0.07	1	1	1	0.33	0.56	0.69	0.84	0.92
P4B6.9C.9M	P17	week3	P4B6	9	9	8	520	79.69	41.65	103.62	61.97	93.78	57.49	46.07	42.41	39.77	36.97	50.57	67.22	75.13	57.78	44.66	40.91	36.39	34.09	29.42	35.56	38.37	31.5	27.73	26.36	25.32	24.15	29.3	34.21	36.15	25.99	18.34	16.05	14.46	12.82	21.27	33.01	38.99	-0.29	1.4	1.5	3.38	2.88	21.14	31.66	36.76	0.6	0.45	0.4	0.38	0.36	0.35	0.42	0.49	0.52	-0.01	0.03	0.04	0.09	0.08	0.42	0.47	0.49	0.8	1.25	1.44	1.61	1.8	1.05	0.54	0.38	0.64	0.76	0.79	0.82	0.84	0.71	0.52	0.42	-0.01	0.08	0.09	0.23	0.22	0.99	0.96	0.94	-0.02	0.12	0.14	0.34	0.32	1	1	1	0.62	1.1	1.29	1.58	1.75
P4B6.9C.ControlM	P18	initial	P4B6	9	Control	8	1195	183.14	32.64	72.88	40.24	74.6	42.18	31.32	27.88	24.89	23.76	46.96	57.11	58.99	43.96	30.9	27.08	23.01	22.12	26.5	28.6	28.66	24.62	20.47	18.94	17.52	16.95	26.17	29.05	29.53	17.57	10.85	8.93	7.38	6.81	20.79	28.06	29.47	-1.77	0.42	0.8	1.89	1.64	20.46	28.51	30.34	0.55	0.42	0.35	0.32	0.3	0.29	0.44	0.49	0.5	-0.04	0.01	0.03	0.08	0.07	0.44	0.5	0.51	0.73	1.33	1.61	1.93	2.07	0.55	0.28	0.24	0.64	0.79	0.83	0.87	0.88	0.55	0.36	0.32	-0.1	0.04	0.09	0.26	0.24	0.98	1.02	1.03	-0.18	0.06	0.13	0.34	0.31	1	1	1	0.7	1.41	1.75	2.24	2.37
P4B6.9C.ControlM	P18	week3	P4B6	9	Control	8	1015	155.56	53.83	138.33	84.5	129.97	58.44	41.9	36.13	30.72	26.88	49.14	74.41	84.85	61.21	41.14	35.16	28.89	25.03	30.17	39.71	42.28	35.14	28.4	25.62	22.78	20.6	31.55	40.35	43.23	23.3	13.5	10.5	7.94	6.28	17.59	34.06	41.62	-2.78	0.77	0.97	1.83	1.86	18.97	34.7	42.56	0.61	0.4	0.32	0.29	0.26	0.23	0.36	0.46	0.49	-0.05	0.02	0.03	0.06	0.07	0.39	0.47	0.5	1.37	2.3	2.83	3.5	4.15	1.82	0.86	0.63	0.77	0.88	0.91	0.93	0.95	0.84	0.65	0.56	-0.12	0.06	0.09	0.23	0.3	1.08	1.02	1.02	-0.21	0.08	0.13	0.29	0.36	1.03	1	1	1.12	2.16	2.7	3.5	4.19
P4C1.0C.0M	P13	initial	P4C1	0	0	1	428	65.59	59.21	175.55	116.34	168.16	131.34	109.36	101.06	92.59	88.6	134.78	143.24	151.27	134.23	108.98	104.84	96.27	85.87	66.96	65.12	65.61	53.17	49.17	47.42	45.47	44.48	53.73	55.02	56.17	78.17	60.19	53.64	47.13	44.12	81.06	88.22	95.11	-2.89	0.38	-3.78	-3.68	2.73	67.82	78.11	85.66	0.66	0.6	0.55	0.53	0.51	0.5	0.6	0.62	0.63	-0.02	0	-0.04	-0.04	0.03	0.5	0.55	0.57	0.34	0.61	0.74	0.9	0.98	0.3	0.23	0.16	0.36	0.52	0.58	0.64	0.66	0.33	0.27	0.2	-0.04	0.01	-0.07	-0.08	0.06	0.84	0.89	0.9	-0.09	0.01	-0.16	-0.17	0.12	1.04	1.05	1.05	0.25	0.54	0.6	0.75	0.96
P4C1.0C.0M	P13	week3	P4C1	0	0	1	372	57.01	72.22	211.57	139.34	185.2	89.57	67.03	61.46	60.3	56.18	104.54	138.1	152.17	92.93	64.53	59.04	55.83	53.23	50.5	58.97	61.08	49.3	41.6	39.39	38.91	37.15	53.52	61.12	63.73	40.27	25.43	22.08	21.39	19.03	51.02	76.98	88.44	-3.37	2.5	2.42	4.47	2.95	54.04	79.13	91.08	0.66	0.45	0.38	0.36	0.35	0.34	0.49	0.56	0.58	-0.04	0.04	0.04	0.07	0.05	0.52	0.57	0.6	1.36	2.16	2.44	2.51	2.77	1.02	0.53	0.39	0.75	0.85	0.87	0.88	0.89	0.68	0.49	0.4	-0.08	0.1	0.11	0.21	0.16	1.06	1.03	1.03	-0.16	0.15	0.16	0.3	0.22	1	0.99	0.99	0.99	1.87	2.14	2.32	2.48
P4C1.0C.9M	P14	initial	P4C1	0	9	1	353	54.1	48.99	132.47	83.48	130.66	90.2	81.32	76.64	71.84	68.23	104.13	110.85	112.38	93.08	82.48	75.4	70.71	67.29	53.04	52.57	52	41.76	39.75	38.6	37.34	36.34	44.51	45.7	45.95	48.45	41.58	38.05	34.5	31.89	59.62	65.15	66.42	-2.87	-1.16	1.25	1.13	0.94	51.09	58.28	60.37	0.63	0.54	0.51	0.5	0.48	0.47	0.57	0.59	0.59	-0.03	-0.01	0.02	0.02	0.01	0.49	0.53	0.54	0.47	0.63	0.73	0.84	0.94	0.27	0.2	0.18	0.47	0.55	0.59	0.64	0.67	0.32	0.25	0.23	-0.06	-0.03	0.03	0.03	0.03	0.86	0.89	0.91	-0.13	-0.06	0.06	0.06	0.05	1.02	1.03	1.03	0.4	0.58	0.73	0.85	0.94
P4C1.0C.9M	P14	week3	P4C1	0	9	1	635	97.32	57.72	182.74	125.02	167.59	83.62	63.85	58.39	54.05	50.55	96.82	124.12	135.53	85.98	61.83	55.7	51.14	47.29	47.5	52.99	53.79	42	36.35	34.51	32.95	31.61	45.09	50.23	52	41.62	27.51	23.88	21.11	18.94	51.74	73.89	83.53	-2.35	2.02	2.69	2.92	3.25	49.32	71.14	81.74	0.68	0.5	0.43	0.41	0.39	0.37	0.53	0.6	0.62	-0.03	0.03	0.05	0.05	0.06	0.51	0.57	0.6	1.19	1.86	2.13	2.38	2.62	0.89	0.47	0.35	0.7	0.81	0.84	0.86	0.87	0.62	0.44	0.36	-0.06	0.07	0.11	0.14	0.17	0.95	0.96	0.98	-0.12	0.13	0.18	0.21	0.26	1	1.02	1.01	0.95	1.71	2.01	2.28	2.54
P4C1.0C.ControlM	P15	initial	P4C1	0	Control	1	245	37.55	52.74	162.51	109.78	153.54	117.9	100.2	90.73	79.21	72.63	112.91	131.96	135.77	121.03	100.94	91.1	79.34	71.02	58.15	60.55	58.8	46.97	43.88	41.96	39.32	37.63	46.16	49.05	49.57	70.93	56.32	48.76	39.89	35	66.76	82.91	86.2	-3.12	-0.75	-0.38	-0.12	1.6	54.77	71.4	76.97	0.68	0.6	0.56	0.54	0.5	0.48	0.59	0.63	0.63	-0.03	-0.01	0	0	0.02	0.49	0.54	0.57	0.38	0.62	0.79	1.05	1.24	0.44	0.23	0.2	0.39	0.53	0.6	0.68	0.72	0.43	0.27	0.24	-0.04	-0.01	-0.01	0	0.05	0.82	0.86	0.89	-0.11	-0.03	-0.02	-0.01	0.09	1.03	1.06	1.06	0.27	0.52	0.69	0.94	1.16
P4C1.0C.ControlM	P15	week3	P4C1	0	Control	1	300	45.98	51.28	129.17	77.9	116.3	46.97	32.86	29.41	28.69	26.85	60.21	81.05	86.45	49.93	30.99	28.36	25.16	23.37	30.61	37.69	38.84	30.26	23.7	21.85	21.45	20.41	35.25	41.5	42.87	16.72	9.16	7.56	7.24	6.45	24.96	39.55	43.59	-2.96	1.87	1.04	3.53	3.49	29.6	43.36	47.61	0.6	0.36	0.28	0.26	0.25	0.24	0.41	0.49	0.5	-0.06	0.06	0.04	0.12	0.13	0.49	0.53	0.55	1.75	2.93	3.39	3.5	3.81	1.15	0.59	0.49	0.83	0.91	0.93	0.93	0.94	0.73	0.55	0.49	-0.18	0.2	0.14	0.49	0.54	1.19	1.1	1.09	-0.29	0.27	0.18	0.57	0.62	1.03	1	0.99	1.33	2.75	3.1	3.62	3.98
P4C1.9C.0M	P16	initial	P4C1	9	0	1	248	38.01	47.78	132.83	85.05	127.08	94.26	78.4	73.08	67.35	61.25	80.52	90.9	88.98	95.86	78.98	72.86	65.72	59.16	37.87	39.13	36.03	41.65	38.23	36.92	35.4	33.64	38.73	40.98	40.59	52.61	40.17	36.16	31.95	27.61	41.79	49.92	48.39	-1.6	-0.57	0.22	1.63	2.1	42.65	51.77	52.95	0.64	0.56	0.51	0.49	0.47	0.45	0.52	0.55	0.54	-0.02	-0.01	0	0.02	0.03	0.53	0.57	0.6	0.41	0.69	0.82	0.97	1.17	0.65	0.46	0.49	0.42	0.58	0.62	0.67	0.72	0.56	0.46	0.48	-0.03	-0.01	0.01	0.05	0.08	1.02	1.04	1.09	-0.07	-0.03	0.01	0.09	0.13	1	0.99	0.97	0.33	0.61	0.74	0.93	1.15
P4C1.9C.0M	P16	week3	P4C1	9	0	1	401	61.46	36.89	103.89	67	94.1	62	50.53	45.56	42.37	39.27	53.26	69.67	75.63	64.6	48.41	42.22	38.45	34.86	27.1	31.97	33.29	29.75	26.83	25.36	24.34	23.29	27.58	31.41	32.57	32.24	23.7	20.2	18.03	15.98	25.68	38.26	43.06	-2.6	2.12	3.34	3.92	4.41	26.16	37.7	42.35	0.64	0.52	0.47	0.44	0.43	0.41	0.48	0.55	0.57	-0.04	0.04	0.07	0.09	0.11	0.49	0.54	0.56	0.68	1.06	1.28	1.45	1.65	0.95	0.49	0.37	0.57	0.69	0.74	0.77	0.8	0.66	0.47	0.4	-0.08	0.09	0.17	0.22	0.28	1.02	0.99	0.98	-0.18	0.16	0.28	0.34	0.41	1	1	1	0.46	0.94	1.23	1.45	1.7
P4C1.9C.9M	P17	initial	P4C1	9	9	1	709	108.66	31.58	82.58	51	82.98	58.27	49.52	46.81	43.57	41.5	63.52	71.75	71.55	59.64	49.69	46.74	42.88	39.95	30.6	31.42	31.21	27.24	25.16	24.44	23.53	22.91	28.33	29.86	29.82	31.03	24.36	22.37	20.04	18.59	35.19	41.89	41.72	-1.37	-0.17	0.07	0.69	1.55	32.92	40.33	40.34	0.62	0.53	0.49	0.48	0.46	0.45	0.55	0.58	0.58	-0.02	0	0	0.02	0.04	0.52	0.56	0.56	0.42	0.67	0.76	0.9	0.99	0.3	0.15	0.15	0.44	0.58	0.62	0.66	0.69	0.35	0.21	0.21	-0.04	-0.01	0	0.03	0.08	0.94	0.96	0.97	-0.1	-0.01	0.01	0.06	0.15	1.01	1.01	1.01	0.39	0.67	0.78	0.94	1.08
P4C1.9C.9M	P17	week3	P4C1	9	9	1	607	93.03	32.82	85.32	52.5	79.21	47.36	37.39	34.42	32.96	31.72	44.23	58.91	65.02	47.28	35.34	32.28	30.17	28.18	21.37	26.68	28.62	25.09	21.98	20.92	20.37	19.89	24.18	27.99	29.3	22.28	15.41	13.5	12.59	11.83	20.05	30.92	35.72	0.08	2.05	2.14	2.79	3.55	22.86	32.23	36.4	0.62	0.47	0.41	0.39	0.38	0.37	0.45	0.52	0.55	0	0.05	0.06	0.08	0.11	0.52	0.55	0.56	0.8	1.28	1.48	1.59	1.69	0.93	0.45	0.31	0.63	0.76	0.79	0.81	0.82	0.67	0.46	0.36	0	0.13	0.16	0.22	0.3	1.14	1.04	1.02	0.01	0.21	0.24	0.33	0.42	1.01	0.99	1	0.68	1.24	1.45	1.63	1.81
P4C1.9C.ControlM	P18	initial	P4C1	9	Control	1	1003	153.72	32.26	86.65	54.38	86.84	51.69	41.99	37.43	33.22	30.87	56.41	68.03	69.2	52.54	40.44	35.66	30.84	27.79	28.46	31.35	30.45	25.77	23.11	21.66	20.18	19.29	26.9	29.28	29.49	25.92	18.88	15.77	13.04	11.59	29.52	38.75	39.7	-0.85	1.54	1.77	2.38	3.08	27.96	36.68	38.75	0.63	0.5	0.45	0.42	0.39	0.38	0.52	0.57	0.57	-0.02	0.04	0.05	0.07	0.1	0.5	0.54	0.56	0.68	1.06	1.31	1.61	1.81	0.54	0.27	0.25	0.57	0.7	0.76	0.8	0.83	0.51	0.32	0.31	-0.03	0.08	0.11	0.18	0.27	0.95	0.95	0.98	-0.07	0.14	0.19	0.28	0.38	1	1.01	1.01	0.65	1.15	1.44	1.82	2.12
P4C1.9C.ControlM	P18	week3	P4C1	9	Control	1	689	105.59	50.27	116.24	65.97	108.06	55.71	43.43	39.1	36.7	34.65	56.41	76.7	84.26	56.66	41.99	37.38	33.28	31.55	31.81	39.51	41.12	34.2	29.14	27.13	25.95	24.91	34.46	41.11	43.18	21.51	14.29	11.98	10.75	9.74	21.95	35.59	41.08	-0.95	1.43	1.73	3.42	3.09	24.6	37.19	43.14	0.57	0.39	0.33	0.31	0.29	0.28	0.39	0.46	0.49	-0.02	0.03	0.04	0.09	0.09	0.44	0.48	0.51	1.09	1.68	1.97	2.17	2.35	1.06	0.52	0.38	0.74	0.84	0.87	0.88	0.89	0.73	0.53	0.44	-0.04	0.1	0.14	0.32	0.32	1.12	1.04	1.05	-0.07	0.14	0.2	0.41	0.4	1.03	1	1	0.91	1.57	1.89	2.25	2.42
P4C2.0C.0M	P13	initial	P4C2	0	0	3	527	80.77	87.59	209.68	122.09	201.7	143.76	128.68	120.54	114.68	110.81	162.64	160.9	166.99	147.91	128.88	127.01	122.17	109.53	94.01	87.51	87.66	73.51	69.35	66.92	65.07	63.81	78.15	77.75	79.14	70.25	59.32	53.62	49.61	47	84.49	83.15	87.84	-4.15	-0.2	-6.47	-7.49	1.28	68.64	73.38	79.32	0.58	0.49	0.46	0.44	0.43	0.42	0.52	0.52	0.53	-0.03	0	-0.05	-0.07	0.01	0.42	0.46	0.48	0.46	0.63	0.74	0.83	0.89	0.29	0.3	0.26	0.48	0.58	0.62	0.66	0.68	0.36	0.37	0.33	-0.06	0	-0.12	-0.15	0.03	0.81	0.88	0.9	-0.12	-0.01	-0.23	-0.28	0.05	0.98	0.99	1	0.36	0.57	0.59	0.65	0.84
